id,fighter
1248,Chanmi Jeon
1249,Hyun Gyu Lim
1250,Zu Anyanwu
1251,Jason Saggo
1252,Mitch Clarke
1253,Adriano Martins
1254,Bojan Mihajlovic
1255,Abdul-Kerim Edilov
1256,Andrew Holbrook
1257,Hector Sandoval
1258,Rafael Natal
1259,Damian Grabowski
1260,Frankie Perez
1261,Chris Wade
1262,James Mulheron
1263,Neil Seery
1264,Charlie Ward
1265,Leslie Smith
1266,Daniel Omielanczuk
1267,Travis Browne
1268,Jesse Taylor
1269,Nick Roehrick
1270,Tom Gallicchio
1271,Joachim Christensen
1272,Dennis Siver
1273,Johnny Case
1274,Josh Stansbury
1275,Dong Hyun Kim
1276,Tarec Saffiedine
1277,Kwan Ho Kwak
1278,Dominique Steele
1279,Kiichi Kunimoto
1280,Jimmy Wallhead
1281,Alex Nicholson
1282,Chris Camozzi
1283,Reza Madadi
1284,Nico Musoke
1285,Michael McBride
1286,Cindy Dandois
1287,Joe Proctor
1288,Roy Nelson
1289,Rashid Magomedov
1290,Augusto Mendes
1291,Nathan Coy
1292,Anthony Johnson
1293,Gegard Mousasi
1294,Patrick Cote
1295,Mike de la Torre
1296,Brad Pickett
1297,Scott Askham
1298,Rony Jason
1299,Garreth McLellan
1300,Sam Sicilia
1301,Alessandro Ricci
1302,Reginaldo Vieira
1303,Phillipe Nover
1304,Roan Carneiro
1305,Michinori Tanaka
1306,Daniel Jolly
1307,JC Cottrell
1308,Viktor Pesta
1309,Jocelyn Jones-Lybarger
1310,Ronda Rousey
1311,Brandon Thatch
1312,Cole Miller
1313,James Moontasri
1314,Takeya Mizugaki
1315,Fredy Serrano
1316,Tim Kennedy
1317,Valerie Letourneau
1318,Zach Makovsky
1319,Sean O'Connell
1320,Joe Gigliotti
1321,Tiago Trator
1322,Keith Berish
1323,Brendan O'Reilly
1324,Elvis Mutapcic
1325,Kyle Noke
1326,Yusuke Kasuya
1327,Seohee Ham
1328,Richard Walsh
1329,Jonathan Meunier
1330,Geane Herrera
1331,Ning Guangyou
1332,Yao Zhikui
1333,Ryan Bader
1334,Manvel Gamburyan
1335,Magnus Cedenblad
1336,Kyoji Horiguchi
1337,Ali Bagautinov
1338,Anna Elmose
1339,Milana Dudieva
1340,Heather Jo Clark
1341,Erik Perez
1342,Erick Montano
1343,Jason Novelli
1344,Chris Avila
1345,Dan Henderson
1346,Albert Tumenov
1347,Lukasz Sajewski
1348,Tamdan McCrory
1349,Cody East
1350,Kelly Faszholz
1351,Antonio Silva
1352,Hector Urbina
1353,Glaico Franca
1354,Kenny Robertson
1355,Maximo Blanco
1356,Augusto Montano
1357,Leonardo Augusto Leleco
1358,Joey Gomez
1359,Caio Magalhaes
1360,Sean Spencer
1361,Josh Barnett
1362,Tae Hyun Bang
1363,Leandro Issa
1364,Leandro Silva
1365,Kevin Casey
1366,Shane Campbell
1367,Rick Story
1368,Elizabeth Phillips
1369,Lorenz Larkin
1370,Alberto Uda
1371,Horacio Gutierrez
1372,Tatsuya Kawajiri
1373,Francisco Rivera
1374,Michael Graves
1375,Cesar Arzamendia
1376,Jim Alers
1377,Michael McDonald
1378,Josh Samman
1379,Cristina Stanciu
1380,Cody Pfister
1381,Brock Lesnar
1382,Enrique Marin
1383,Thiago Tavares
1384,Fernando Bruno
1385,Cory Hendricks
1386,Anton Zafir
1387,Mehdi Baghdad
1388,Dileno Lopes
1389,Jerrod Sanders
1390,Rory MacDonald
1391,Steve Bosse
1392,Chris Beal
1393,Yan Cabral
1394,Dominic Waters
1395,Willie Gates
1396,Chris Kelades
1397,Clint Hester
1398,Efrain Escudero
1399,Gabriel Gonzaga
1400,Igor Pokrajac
1401,Ian Entwistle
1402,Filip Pejic
1403,Rob Whiteford
1404,Lucas Martins
1405,Frank Mir
1406,James Te Huna
1407,Mark Eddiva
1408,Rin Nakai
1409,Viscardi Andrade
1410,Tom Lawlor
1411,Marcelo Guimaraes
1412,Justin Salas
1413,Mike Wilkinson
1414,Chris Dempsey
1415,Yaotzin Meza
1416,Norman Parke
1417,Martin Svensson
1418,Joe Riggs
1419,Daniel Sarafian
1420,Jonavin Webb
1421,Jared Rosholt
1422,Rafael Feijao
1423,KJ Noons
1424,Noad Lahat
1425,Masio Fullen
1426,Matt Dwyer
1427,Levan Makashvili
1428,Felipe Olivieri
1429,Matt Mitrione
1430,Daron Cruickshank
1431,Diego Brandao
1432,Tony Sims
1433,Masanori Kanehara
1434,Sheldon Westcott
1435,Edgar Garcia
1436,Sarah Kaufman
1437,Danny Castillo
1438,Hayder Hassan
1439,Marcio Alexandre Junior
1440,Marcin Wrzosek
1441,Konstantin Erokhin
1442,Mike Pierce
1443,Abner Lloveras
1444,John Howard
1445,Andreas Stahl
1446,Emily Peters Kagan
1447,Benson Henderson
1448,Yoshihiro Akiyama
1449,Dongi Yang
1450,Yui Chul Nam
1451,Leo Kuntz
1452,Scott Jorgensen
1453,Vernon Ramos
1454,Valmir Lazaro
1455,Akbarh Arreola
1456,Anthony Perosh
1457,Richie Vaculik
1458,Danny Martinez
1459,Steve Montgomery
1460,Steve Kennedy
1461,Piotr Hallmann
1462,Fabio Maldonado
1463,Kevin Souza
1464,Gasan Umalatov
1465,Bruno Korea
1466,Paddy Holohan
1467,Jon Delos Reyes
1468,Mickael Lebout
1469,Aisling Daly
1470,Ericka Almeida
1471,Cathal Pendred
1472,Bubba Bush
1473,Shawn Jordan
1474,Ruslan Magomedov
1475,Francisco Trevino
1476,Chris Cariaso
1477,Chico Camus
1478,George Roop
1479,Katsunori Kikuno
1480,Naoyuki Kotani
1481,Roger Zapata
1482,Clay Collard
1483,Ron Stallings
1484,Nazareno Malegarie
1485,Sam Stout
1486,Yves Jabouin
1487,Elias Silverio
1488,Tom Watson
1489,Sirwan Kakai
1490,Roman Salazar
1491,Anthony Christodoulou
1492,Minotauro Nogueira
1493,Soa Palelei
1494,Hugo Viana
1495,Ramsey Nijem
1496,Jessamyn Duke
1497,Ivan Jorge
1498,Pawel Pawlak
1499,Leonardo Mafra
1500,Vaughan Lee
1501,Hans Stringer
1502,Paul Redmond
1503,Marcus Brimage
1504,Josh Thomson
1505,Igor Araujo
1506,Ildemar Alcantara
1507,Andrew Craig
1508,Dan Miller
1509,Darrell Montague
1510,Mike Swick
1511,Yosdenis Cedeno
1512,Eddie Gordon
1513,Joe Merritt
1514,Lewis Gonzalez
1515,Alan Omer
1516,Niklas Backstrom
1517,Antonio Dos Santos
1518,Brian Ebersole
1519,Justin Edwards
1520,Ricardo Abreu
1521,Leonardo Morales
1522,Ryan Jimmo
1523,Wendell Oliveira
1524,Luiz Dutra
1525,Joshua Sampo
1526,Costas Philippou
1527,Mark Munoz
1528,Luke Barnatt
1529,Zhang Lipeng
1530,Royston Wee
1531,Roldan Sangcha-an
1532,Nolan Ticman
1533,Hatsu Hioki
1534,Lisa Ellis
1535,Dylan Andrews
1536,Vik Grujic
1537,Alptekin Ozkilic
1538,Rampage Jackson
1539,David Michaud
1540,Chris Clements
1541,Jessica Rakoczy
1542,Jimy Hettes
1543,Mirko Cro Cop
1544,Seth Baczynski
1545,Izabela Badurek
1546,Marcin Bandel
1547,Rocky Lee
1548,Robert Peralta
1549,Justin Jones
1550,Josh Koscheck
1551,Shayna Baszler
1552,Cain Carrizosa
1553,Jorge de Oliveira
1554,Bentley Syler
1555,Roger Narvaez
1556,Josh Copeland
1557,Jake Lindsey
1558,Larissa Pacheco
1559,Norifumi Yamamoto
1560,Ruan Potts
1561,Alex Torres
1562,William Patolino
1563,Josh Shockley
1564,Patrick Walsh
1565,Rodrigo de Lima
1566,Ian McCall
1567,Richardson Moreira
1568,Andy Enz
1569,Phil Davis
1570,Akira Corassani
1571,Andy Ogle
1572,Stanislav Nedkov
1573,Shane Howell
1574,Matt Van Buren
1575,Tateki Matsuda
1576,Louis Gaudinot
1577,Rodrigo Damm
1578,Mats Nilsson
1579,Alexis Dufresne
1580,Mike Rhodes
1581,Tom Niinimaki
1582,Brendan Schaub
1583,Matt Hobar
1584,Isaac Vallie-Flagg
1585,Yves Edwards
1586,Juan Puig
1587,Chris Heatherly
1588,Humberto Brown
1589,Rodolfo Rubio
1590,Charlie Brenneman
1591,Tim Gorman
1592,Wagner Silva
1593,Vagner Rocha
1594,Guto Inocente
1595,Luke Zachrich
1596,Jumabieke Tuerxun
1597,Fabricio Camoes
1598,Bruno Santos
1599,Anthony Njokuani
1600,Tor Troeng
1601,Ernest Chavez
1602,Amir Sadollah
1603,Takenori Sato
1604,Kazuki Tokudome
1605,Dashon Johnson
1606,Paulo Thiago
1607,Johnny Bedford
1608,Francis Carmont
1609,Jianping Yang
1610,Sai Wang
1611,Danny Mitchell
1612,Roland Delorme
1613,An Ying Wang
1614,Cung Le
1615,Jack May
1616,Kyle Kingsbury
1617,Hernani Perpetuo
1618,Steven Siler
1619,Phil Harris
1620,Mike King
1621,Cody Donovan
1622,Pat Healy
1623,Tina Lahdemaki
1624,Daniel Spohn
1625,Robert Drysdale
1626,Guilherme Vasconcelos
1627,Joe Ellenberger
1628,Colton Smith
1629,Chris Indich
1630,Mike Easton
1631,Jason High
1632,Bobby Voelker
1633,Lance Benoist
1634,Jamie Varner
1635,Chris Holdsworth
1636,Ben Wall
1637,Anthony Lapsley
1638,Estevan Payan
1639,Dustin Kimura
1640,Mark Bocek
1641,Ronny Markes
1642,Thiago Perpetuo
1643,Jake Shields
1644,Renee Forte
1645,Will Campuzano
1646,Bubba McDaniel
1647,Melvin Guillard
1648,Cyrille Diabate
1649,John Hathaway
1650,Ivan Menjivar
1651,Nam Phan
1652,Albert Cheng
1653,TJ Waldburger
1654,Rafaello Oliveira
1655,Cristiano Marcello
1656,Nick Catone
1657,Junior Hernandez
1658,Mike Rio
1659,Brian Houston
1660,Garett Whiteley
1661,Shunichi Shimizu
1662,Will Chope
1663,Quinn Mulhern
1664,Dave Galera
1665,Chris Leben
1666,Mac Danzig
1667,Cody McKenzie
1668,Roger Bowling
1669,Darren Uyenoyama
1670,Pat Barry
1671,Julie Kedzie
1672,Nick Ring
1673,Peggy Morgan
1674,Chael Sonnen
1675,Edwin Figueroa
1676,Jose Maria
1677,Alessio Sakara
1678,Rosi Sexton
1679,Michael Kuiper
1680,George Sotiropoulos
1681,Adlan Amagov
1682,Jeremy Larsen
1683,Dustin Pague
1684,Thiago Silva
1685,Matt Hamill
1686,Joey Beltran
1687,Rousimar Palhares
1688,David Mitchell
1689,Iliarde Santos
1690,Mike Ricci
1691,Nandor Guelmino
1692,Marcos Vinicius
1693,Joao Zeferino
1694,Keith Wisniewski
1695,Yuri Villefort
1696,Brandon Vera
1697,Pascal Krauss
1698,Ryan Couture
1699,Jared Hamman
1700,Brian Melancon
1701,Papy Abedi
1702,James Head
1703,Benny Alloway
1704,Martin Kampmann
1705,Mike Brown
1706,Vinny Magalhaes
1707,Sheila Gaff
1708,Josh Clopton
1709,Ednaldo Oliveira
1710,Bristol Marunde
1711,Aaron Riley
1712,John Albert
1713,Roger Gracie
1714,Dave Herman
1715,Sean Pierson
1716,John Maguire
1717,Eddie Mendez
1718,Karlos Vemola
1719,TJ Grant
1720,Nah-Shon Burrell
1721,Brian Bowles
1722,John Cholish
1723,Roger Hollett
1724,Azamat Gashimov
1725,Alan Belcher
1726,Cheick Kongo
1727,Leonard Garcia
1728,Clifford Starks
1729,Gilbert Smith
1730,Collin Hart
1731,Jimmy Quinlan
1732,Bart Palaszewski
1733,Justin Lawrence
1734,Philip De Fries
1735,Pablo Garza
1736,Adam Cella
1737,Chris Spang
1738,Besam Yousef
1739,Colin Fletcher
1740,Antonio Carvalho
1741,Issei Tamura
1742,Reuben Duran
1743,Wanderlei Silva
1744,Brian Stann
1745,Riki Fukuda
1746,Josh Neer
1747,Lavar Johnson
1748,Anton Kuivanen
1749,Matt Grice
1750,Caros Fodor
1751,Brock Jardine
1752,Jon Manley
1753,Jorge Santiago
1754,Che Mills
1755,Matthew Riddle
1756,Terry Etim
1757,Paul Sass
1758,Josh Grispi
1759,Motonobu Tezuka
1760,Ulysses Gomez
1761,Jon Fitch
1762,Jay Hieron
1763,Jacob Volkmann
1764,Mike Stumpf
1765,Vladimir Matyushenko
1766,Mike Russow
1767,Simeon Thoresen
1768,Milton Vieira
1769,Diego Nunes
1770,Pedro Nobre
1771,Wagner Prado
1772,CJ Keith
1773,Byron Bloodworth
1774,Shane del Rosario
1775,Jonathan Brookins
1776,John Cofer
1777,Jared Papazian
1778,Manuel Rodriguez
1779,Brendan Loughnane
1780,Nick Penner
1781,Henry Martinez
1782,Marcus LeVesseur
1783,Mark Hominick
1784,Chad Griggs
1785,Rich Franklin
1786,Tiequan Zhang
1787,Jeff Hougland
1788,Yasuhiro Urushitani
1789,Tom DeBlass
1790,Stephan Bonnar
1791,Joey Gambino
1792,Luiz Cane
1793,Aaron Simpson
1794,Carlo Prater
1795,Shane Roller
1796,Dan Hardy
1797,Duane Ludwig
1798,DaMarques Johnson
1799,Jason Young
1800,Walel Watson
1801,Buddy Roberts
1802,Tommy Hayden
1803,Ken Stone
1804,Eiji Mitsuoka
1805,Oli Thompson
1806,Michihiro Omigawa
1807,Damacio Page
1808,Josh Ferguson
1809,Dan Stittgen
1810,Forrest Griffin
1811,Tito Ortiz
1812,John Alessio
1813,Yoislandy Izquierdo
1814,Anistavio Medeiros
1815,Delson Heleno
1816,John Teixeira
1817,Wagner Campos
1818,Spencer Fisher
1819,Luis Ramos
1820,Ricardo Funch
1821,Carlos Eduardo Rocha
1822,Bernardo Magalhaes
1823,Jake Hecht
1824,Pat Schilling
1825,Chris Tickle
1826,Chris Saunders
1827,Jason Miller
1828,Jorge Lopez
1829,Jason MacDonald
1830,Kamal Shalorus
1831,Jeff Curran
1832,Alex Soto
1833,Nick Denis
1834,Mike Massenzio
1835,Miguel Torres
1836,Eddie Yagin
1837,Eric Wisely
1838,Aaron Rosa
1839,Mackens Semerzier
1840,Steve Cantwell
1841,Chris Cope
1842,Jon Olav Einemo
1843,Christian Morecraft
1844,Jorge Rivera
1845,Eric Schafer
1846,Daniel Roberts
1847,Joseph Sandoval
1848,Junior Assuncao
1849,Claude Patrick
1850,Krzysztof Soszynski
1851,Dennis Hallman
1852,Rich Attonito
1853,Stephen Bass
1854,Dustin Neace
1855,Jason Brilz
1856,Nick Pace
1857,Shamar Bailey
1858,Clay Harvison
1859,Cole Escovedo
1860,Paul Bradley
1861,Matt Lucas
1862,Edward Faaloloto
1863,Rob Broughton
1864,Tyson Griffin
1865,Eliot Marshall
1866,Danny Downes
1867,Kenny Florian
1868,Matt Hughes
1869,Ricardo Romero
1870,Donny Walker
1871,Mike Lullo
1872,Ian Loveland
1873,Chris Lytle
1874,TJ O'Brien
1875,Jason Reinhardt
1876,Andre Winner
1877,Joe Stevenson
1878,Javier Vazquez
1879,Curt Warburton
1880,Shane Carwin
1881,Jesse Bongfeldt
1882,Tim Credeur
1883,Chuck O'Neil
1884,Ryan McGillivray
1885,Kendall Grove
1886,Randy Couture
1887,Charlie Valencia
1888,Ryan Jensen
1889,Kyle Watson
1890,Jon Madsen
1891,Kris McCray
1892,Sean McCorkle
1893,Mario Miranda
1894,Waylon Lowe
1895,Ricardo Almeida
1896,Kurt Pellegrino
1897,Rob Kimmons
1898,Todd Brown
1899,Tom Blackledge
1900,Chris Tuchscherer
1901,Maciej Jewtuszko
1902,Antonio Banuelos
1903,Paul Kelly
1904,Paul Taylor
1905,Gabe Ruediger
1906,Tim Hague
1907,Mike Guymon
1908,Willamy Freire
1909,Amilcar Alves
1910,Marcus Davis
1911,Phil Baroni
1912,Greg Soto
1913,Antonio McKee
1914,Joe Doerksen
1915,Dustin Hazelett
1916,Pat Audinwood
1917,Aaron Wilkinson
1918,Tyler Toner
1919,Sako Chivitchian
1920,Fredson Paixao
1921,Gerald Harris
1922,Maiquel Falcao
1923,Brian Foster
1924,Karo Parisyan
1925,Goran Reljic
1926,Nick Osipczak
1927,Alexandre Ferreira
1928,Mark Scanlon
1929,Seth Petruzelli
1930,Gilbert Yvel
1931,James Wilks
1932,Vinicius Queiroz
1933,Mark Holst
1934,James McSweeney
1935,Matt Serra
1936,Sean Sherk
1937,Steve Lopez
1938,Julio Paulino
1939,John Gunderson
1940,Tomasz Drwal
1941,Forrest Petz
1942,James Toney
1943,John Salter
1944,Rodney Wallace
1945,James Irvin
1946,Steve Steinbeiss
1947,Keith Jardine
1948,Jamie Yager
1949,Josh Bryant
1950,James Hammortree
1951,Chuck Liddell
1952,David Loiseau
1953,Jesse Lennox
1954,Dan Lauzon
1955,Joe Brammer
1956,Jesse Forbes
1957,Paul Daley
1958,Kevin Ferguson
1959,Jonathan Goulet
1960,Yoshiyuki Yoshida
1961,Renzo Gracie
1962,Brad Blackburn
1963,Matt Veach
1964,Mostapha Al-Turk
1965,Nate Quarry
1966,Ronys Torres
1967,Rob Emerson
1968,Caol Uno
1969,Lucio Linhares
1970,Rory Markham
1971,Paul Buentello
1972,Shannon Gugerty
1973,Chase Gormley
1974,Mark Coleman
1975,Frank Trigg
1976,Justin Buchholz
1977,Rolles Gracie
1978,Jay Silva
1979,Kyle Bradley
1980,Wilson Gouveia
1981,Shane Nelson
1982,Kevin Burns
1983,Houston Alexander
1984,Marcus Jones
1985,Darrill Schoonover
1986,Justin Wren
1987,Jake Rosholt
1988,Brock Larson
1989,Jason Dent
1990,Denis Kang
1991,Rolando Delgado
1992,Antoni Hardonk
1993,Razak Al-Hassan
1994,Hermes Franca
1995,Drew McFedries
1996,Roger Huerta
1997,Chris Wilson
1998,Justin McCully
1999,Marcus Aurelio
2000,Dan Cramer
2001,Danillo Villefort
2002,Jake O'Brien
2003,Mike Ciesnolevicz
2004,Frank Lester
2005,Cameron Dollar
2006,Dale Hartt
2007,Denis Stojnic
2008,Xavier Foupa-Pokam
2009,Andre Gusmao
2010,Brandon Wolff
2011,David Kaplan
2012,David Bielkheden
2013,Ryo Chonan
2014,Carmelo Marrero
2015,Junie Browning
2016,Matt Horwich
2017,Jesse Sanders
2018,Nissen Osterneck
2019,Joe Vedepo
2020,Tim McKenzie
2021,Pete Sell
2022,Ryan Madigan
2023,Jason Day
2024,Michael Patt
2025,Brian Cobb
2026,Per Eklund
2027,Neil Grove
2028,Troy Mandaloniz
2029,Luigi Fioravanti
2030,Rich Clementi
2031,Derek Downey
2032,Steve Bruno
2033,Christian Wellisch
2034,Matt Arroyo
2035,Akihiro Gono
2036,Jeremy Horn
2037,Tom Egan
2038,Alexandre Barros
2039,Antonio Mendes
2040,Ivan Serati
2041,Nate Mohr
2042,Dean Lister
2043,Mike Wessel
2044,Reese Andy
2045,Dan Evensen
2046,Shane Primm
2047,Jules Bruchez
2048,John Polakowski
2049,Nate Loughran
2050,Brodie Farber
2051,Johnny Rees
2052,Corey Hill
2053,Eddie Sanchez
2054,Josh Hendricks
2055,Jorge Gurgel
2056,Alvin Robinson
2057,Ryan Thomas
2058,Rameau Thierry Sokoudjou
2059,Neil Wain
2060,Jess Liaudin
2061,David Baron
2062,Samy Schiavo
2063,Brad Morris
2064,Jason Lambert
2065,Heath Herring
2066,Luke Cummo
2067,Cale Yarbrough
2068,James Giboo
2069,Evan Tanner
2070,Dante Rivera
2071,Marvin Eastman
2072,Rob Yundt
2073,Ivan Salaverry
2074,Kazuhiro Nakamura
2075,Jon Koppenhaver
2076,Jason Tan
2077,Travis Lutter
2078,Kalib Starnes
2079,Charles McCarthy
2080,Kuniyoshi Hironaka
2081,Din Thomas
2082,Ryan Roberts
2083,Jeff Cox
2084,Roman Mitichyan
2085,Tommy Speer
2086,John Halverson
2087,Tim Sylvia
2088,David Heath
2089,Terry Martin
2090,Alberto Crane
2091,Joe Veres
2092,Colin Robinson
2093,James Lee
2094,Jordan Radev
2095,Tony DeSouza
2096,Doug Evans
2097,Jared Rollins
2098,Billy Miles
2099,Dan Barrera
2100,Richie Hightower
2101,John Kolosci
2102,Dorian Price
2103,Paul Georgieff
2104,Luke Caudillo
2105,Jason Black
2106,Diego Saraiva
2107,Scott Junk
2108,Edilberto de Oliveira
2109,Anthony Torres
2110,Renato Sobral
2111,Mike Nickels
2112,Jason Gilliam
2113,Jens Pulver
2114,Floyd Sword
2115,Brandon Melendez
2116,Andy Wang
2117,Allen Berube
2118,Brian Geraghty
2119,Hector Ramirez
2120,Rory Singer
2121,Scott Smith
2122,Stevie Lynch
2123,Pete Spratt
2124,Chad Reiner
2125,Sean Salmon
2126,Elvis Sinosic
2127,Assuerio Silva
2128,David Lee
2129,Victor Valimaki
2130,Brad Imes
2131,Josh Haynes
2132,Dokonjonosuke Mishima
2133,Drew Fickett
2134,Rex Holman
2135,Sam Hoger
2136,Chris Price
2137,Ross Pointon
2138,Marcio Cruz
2139,Jeff Joslin
2140,Shonie Carter
2141,Dave Menne
2142,Logan Clark
2143,Steve Byrnes
2144,Jeff Monson
2145,Sherman Pendergarst
2146,Josh Shockman
2147,Edwin DeWees
2148,Jeremy Jackson
2149,Gideon Ray
2150,Justin James
2151,Ken Shamrock
2152,Crafton Wallace
2153,Mario Neto
2154,Danny Abbadi
2155,Rob MacDonald
2156,Wes Combs
2157,Cory Walmsley
2158,Yuki Sasaki
2159,Jason Von Flue
2160,Kristof Midoux
2161,Sammy Morgan
2162,Dan Christison
2163,Joe Jordan
2164,Gilbert Aldana
2165,Branden Lee Hinkle
2166,Kristian Rothaermel
2167,Justin Levens
2168,Solomon Hutcherson
2169,Royce Gracie
2170,Fabiano Scherner
2171,Rick Davis
2172,Nick Thompson
2173,David Terrell
2174,Derrick Noble
2175,Ansar Chalangov
2176,Trevor Prangley
2177,Steve Vigneault
2178,Tom Murphy
2179,Icho Larenas
2180,Justin Eilers
2181,Mike van Arsdale
2182,Mike Whitehead
2183,Alex Karalexis
2184,Kevin Jordan
2185,Jeff Newton
2186,Kit Cope
2187,Kerry Schall
2188,Sean Gannon
2189,Keigo Kunihara
2190,Ron Faircloth
2191,Tra Telligman
2192,Brian Gassaway
2193,Matt Lindland
2194,Bill Mahood
2195,Koji Oishi
2196,Travis Wiuff
2197,John Marsh
2198,Bobby Southworth
2199,Jason Thacker
2200,Chris Sanford
2201,Lodune Sincaid
2202,Alex Schoenauer
2203,Josh Rafferty
2204,Mike Kyle
2205,Renato Verissimo
2206,Tony Fryklund
2207,Vernon White
2208,Ronald Jhun
2209,Kimo Leopoldo
2210,Curtis Stout
2211,Tiki Ghosn
2212,Wesley Correira
2213,Wes Sims
2214,Jonathan Wiezorek
2215,Wade Shipp
2216,Genki Sudo
2217,Carlos Newton
2218,Lee Murray
2219,Falaniko Vitale
2220,David Abbott
2221,Pedro Rizzo
2222,Ricco Rodriguez
2223,Keith Rockel
2224,Chris Liguori
2225,Nick Agallar
2226,Gan McGee
2227,Dave Strasser
2228,Gerald Strebendt
2229,Ian Freeman
2230,Eddie Ruiz
2231,Romie Aram
2232,Sean Alvarez
2233,Richard Crunkilton
2234,Mark Weir
2235,Alexandre Dantas
2236,Gil Castillo
2237,Phillip Miller
2238,Benji Radach
2239,Eugene Jackson
2240,Leigh Remedios
2241,James Zikic
2242,Chris Haseman
2243,Nick Serra
2244,Zach Light
2245,Steve Berger
2246,Rodrigo Ruas
2247,Joao Pierini
2248,Murilo Bustamante
2249,Tsuyoshi Kohsaka
2250,Paul Creighton
2251,Amar Suloev
2252,Andrei Semenov
2253,Pat Miletich
2254,Pete Williams
2255,Kelly Dullanty
2256,Jutaro Nakao
2257,Hayato Sakurai
2258,Kevin Randleman
2259,Chris Brennan
2260,Bobby Hoffman
2261,Homer Moore
2262,Roberto Traven
2263,Fabiano Iha
2264,Semmy Schilt
2265,Yuki Kondo
2266,Paul Rodriguez
2267,Joey Gilbert
2268,Phil Johns
2269,Mark Robinson
2270,Kenichi Yamamoto
2271,Yoji Anjo
2272,Daiju Takase
2273,Lance Gibson
2274,Maurice Smith
2275,Aaron Brink
2276,John Lewis
2277,Mark Hughes
2278,Alex Stiebling
2279,Ben Earwood
2280,Dan Severn
2281,Laverne Clark
2282,Tedd Williams
2283,Tim Lajcik
2284,Brad Gumm
2285,CJ Fernandes
2286,Tyrone Roberts
2287,David Dodd
2288,Amaury Bitetti
2289,Alex Andrade
2290,Marcelo Aguiar
2291,Joao Roque
2292,Nate Schroeder
2293,Adrian Serrano
2294,Sanae Kikuta
2295,Ron Waterman
2296,Satoshi Honma
2297,Ikuhisa Minowa
2298,Joe Slick
2299,Steve Judson
2300,Jermaine Andre
2301,Bob Cook
2302,David Velasquez
2303,Scott Adams
2304,Katsuhisa Fujii
2305,Jason DeLucia
2306,Keiichiro Yamamiya
2307,Masutatsu Yano
2308,Jason Godsey
2309,Brad Kohler
2310,Paul Jones
2311,Valeri Ignatov
2312,Lowell Anderson
2313,Alfonso Alcarez
2314,Frank Shamrock
2315,Marco Ruas
2316,Andre Pederneiras
2317,Flavio Luiz Moura
2318,Royce Alger
2319,Andre Roberts
2320,Travis Fulton
2321,Bas Rutten
2322,Tony Petarra
2323,Marcelo Mello
2324,David Roberts
2325,Chris Condo
2326,Guy Mezger
2327,Gary Goodridge
2328,Sione Latu
2329,Joey Roberts
2330,Jorge Patino
2331,Jerry Bohlander
2332,Mikey Burnett
2333,Townsend Saunders
2334,Darrel Gholar
2335,Frank Caracci
2336,John Lober
2337,Ebenezer Fontes Braga
2338,Tulio Palhares
2339,Adriano Santos
2340,Hugo Duarte
2341,Joe Pardo
2342,Bob Gilstrap
2343,Allan Goes
2344,Noe Hernandez
2345,Igor Zinoviev
2346,Kevin Jackson
2347,Eugenio Tadeu
2348,Kazushi Sakuraba
2349,Marcus Silveira
2350,Joe Charles
2351,Mark Kerr
2352,Dwayne Cason
2353,Dave Beneteau
2354,Carlos Barreto
2355,Greg Stott
2356,Houston Dorr
2357,Alex Hunter
2358,Harry Moskowitz
2359,Dan Bobish
2360,Brian Johnston
2361,Moti Horenstein
2362,Todd Butler
2363,Joe Moreira
2364,Yuri Vaulin
2365,Sam Fulton
2366,Donnie Chappell
2367,Steven Graham
2368,Tony Halme
2369,Dmitri Stepanov
2370,Enson Inoue
2371,Christophe Leninger
2372,Jack Nilson
2373,Saeed Hosseini
2374,Wes Albritton
2375,Scott Ferrozzo
2376,Nick Sanzo
2377,Jim Mullen
2378,Yoshiki Takahashi
2379,Wallid Ismail
2380,Rainy Martinez
2381,Don Frye
2382,Steve Nelmark
2383,Mark Hall
2384,Paul Varelans
2385,Cal Worsham
2386,Fabio Gurgel
2387,Sam Adkins
2388,Reza Nasri
2389,Julian Sanchez
2390,John Campetella
2391,Scott Fiedler
2392,Geza Kalman
2393,Dieusel Berto
2394,Koji Kitao
2395,Mark Schultz
2396,Rafael Carino
2397,Matt Andersen
2398,Zane Frazier
2399,Tai Bowden
2400,Paul Herrera
2401,Thomas Ramirez
2402,Oleg Taktarov
2403,Keith Hackney
2404,Steve Jennum
2405,Remco Pardoel
2406,Larry Cureton
2407,Ryan Parker
2408,Harold Howard
2409,Gerry Harris
2410,Scott Bessac
2411,David Hood
2412,Anthony Macias
2413,Patrick Smith
2414,Rudyard Moncayo
2415,John Matua
2416,Todd Medina
2417,Ernie Verdicia
2418,Jon Hess
2419,Andy Anderson
2420,Asbel Cancio
2421,John Dowdy
2422,Marcus Bossett
2423,Melton Bowen
2424,Joe Son
2425,Ron van Clief
2426,Jason Fairn
2427,Felix Lee Mitchell
2428,Roland Payne
2429,Emmanuel Yarborough
2430,Johnny Rhodes
2431,Orlando Wiet
2432,Fred Ettish
2433,Scott Morris
2434,Minoki Ichihara
2435,Scott Baker
2436,Alberta Cerra Leon
2437,Robert Lucarelli
2438,Frank Hamaker
2439,Thaddeus Luster
2440,David Levicki
2441,Ray Wizard
2442,Sean Daugherty
2443,Gerard Gordeau
2444,Trent Jenkins
2445,Kevin Rosier
